#(carId,StartTime,RoadId...)
(12676,6,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074)
(12677,45,5014)
(12678,1,5000)
(12679,14,5037)
(12680,14,5044)
(12681,1,5090)
(12682,45,5081)
(12683,27,5049)
(12684,27,5011)
(12685,27,5096)
(12686,14,5010)
(12687,27,5044)
(12688,8,5059)
(12689,14,5062)
(12690,1,5025)
(12691,27,5078)
(12692,45,5059)
(12693,3,5082)
(12694,27,5000)
(12695,45,5081)
(12696,8,5051)
(12697,9,5052)
(12698,14,5039)
(12699,28,5050)
(12700,27,5055)
(12701,14,5081)
(12702,8,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100)
(12703,1,5063)
(12704,14,5003)
(12705,45,5069)
(12706,10,5048)
(12707,15,5050)
(12708,27,5051)
(12709,14,5029)
(12710,14,5069)
(12711,7,5090)
(12712,45,5006)
(12713,45,5090)
(12714,45,5029)
(12715,1,5039)
(12716,27,5069)
(12717,48,5055)
(12718,14,5094)
(12719,27,5081)
(12720,27,5012)
(12721,14,5093)
(12722,45,5096)
(12723,45,5000)
(12724,14,5010)
(12725,10,5025)
(12726,14,5038)
(12727,27,5029)
(12728,27,5078)
(12729,1,5028)
(12730,14,5006)
(12731,14,5062)
(12732,14,5049)
(12733,9,5038)
(12734,27,5014)
(12735,1,5096)
(12736,27,5049)
(12737,1,5093)
(12738,45,5007,5022,5035,5048,5062,5077,5084,5085)
(12739,27,5029)
(12740,27,5078)
(12741,49,5055)
(12742,6,5024)
(12743,1,5062)
(12744,54,5063)
(12745,16,5055)
(12746,7,5079)
(12747,4,5027)
(12748,45,5010)
(12749,28,5077)
(12750,8,5035)
(12751,14,5094)
(12752,14,5059)
(12753,37,5023)
(12754,11,5050)
(12755,6,5097)
(12756,14,5048)
(12757,9,5052)
(12758,6,5037)
(12759,45,5066)
(12760,28,5082)
(12761,2,5008)
(12762,27,5081)
(12763,52,5082)
(12764,29,5041)
(12765,37,5023)
(12766,14,5007,5022,5035,5041,5042,5043,5051,5058,5059,5060,5061)
(12767,45,5094)
(12768,45,5081)
(12769,14,5083)
(12770,1,5083)
(12771,45,5064)
(12772,45,5054)
(12773,14,5094)
(12774,49,5023)
(12775,1,5049)
(12776,27,5003)
(12777,27,5044)
(12778,14,5011)
(12779,27,5006)
(12780,49,5050)
(12781,31,5046)
(12782,46,5054)
(12783,54,5063)
(12784,27,5088)
(12785,56,5077)
(12786,27,5012)
(12787,14,5038)
(12788,46,5008)
(12789,29,5077)
(12790,27,5059)
(12791,1,5010)
(12792,46,5083)
(12793,9,5097)
(12794,7,5059)
(12795,27,5062)
(12796,8,5025)
(12797,27,5024)
(12798,51,5052)
(12799,21,5052)
(12800,8,5083)
(12801,27,5095)
(12802,4,5027)
(12803,27,5025)
(12804,14,5032)
(12805,14,5003)
(12806,46,5000)
(12807,1,5052)
(12808,27,5044)
(12809,1,5082)
(12810,14,5067)
(12811,49,5097)
(12812,14,5069)
(12813,46,5066)
(12814,46,5003)
(12815,14,5007,5022,5035,5048,5062,5077,5084)
(12816,27,5025)
(12817,50,5050)
(12818,1,5094)
(12819,2,5013)
(12820,46,5092)
(12821,14,5078)
(12822,9,5094)
(12823,46,5028)
(12824,27,5002)
(12825,5,5009)
(12826,28,5063)
(12827,46,5049)
(12828,9,5010)
(12829,4,5066)
(12830,8,5068)
(12831,7,5011)
(12832,46,5013)
(12833,1,5025)
(12834,1,5088)
(12835,46,5081)
(12836,16,5086)
(12837,28,5086)
(12838,3,5005)
(12839,30,5007,5022,5035,5048,5062,5070,5071,5072,5073,5074)
(12840,4,5005)
(12841,2,5048)
(12842,46,5093)
(12843,4,5028)
(12844,4,5063)
(12845,6,5092)
(12846,52,5082)
(12847,10,5092)
(12848,14,5009)
(12849,14,5006)
(12850,5,5009)
(12851,28,5065)
(12852,14,5063)
(12853,52,5079)
(12854,14,5032)
(12855,28,5086)
(12856,28,5007)
(12857,46,5035)
(12858,14,5097)
(12859,55,5004)
(12860,5,5054)
(12861,46,5027)
(12862,14,5095)
(12863,14,5068)
(12864,46,5007)
(12865,28,5024)
(12866,46,5002)
(12867,5,5050)
(12868,8,5000)
(12869,2,5025)
(12870,28,5013)
(12871,14,5010)
(12872,14,5083)
(12873,14,5039)
(12874,14,5094)
(12875,28,5028)
(12876,46,5040)
(12877,46,5035)
(12878,46,5039)
(12879,10,5077)
(12880,14,5005)
(12881,46,5003)
(12882,1,5081)
(12883,46,5025)
(12884,28,5005)
(12885,49,5097)
(12886,14,5003)
(12887,16,5086)
(12888,10,5065)
(12889,14,5067)
(12890,14,5064)
(12891,28,5063)
(12892,28,5069)
(12893,46,5000)
(12894,7,5012)
(12895,8,5013)
(12896,28,5068)
(12897,46,5024)
(12898,6,5025)
(12899,4,5046)
(12900,46,5054)
(12901,14,5040)
(12902,29,5041)
(12903,15,5001)
(12904,46,5090)
(12905,46,5090)
(12906,10,5001)
(12907,1,5014)
(12908,15,5006)
(12909,46,5069)
(12910,28,5092)
(12911,1,5038)
(12912,21,5052)
(12913,6,5011)
(12914,6,5051)
(12915,1,5069)
(12916,37,5023)
(12917,9,5079)
(12918,1,5055)
(12919,1,5022)
(12920,9,5023)
(12921,15,5000)
(12922,31,5046)
(12923,15,5005)
(12924,3,5059)
(12925,28,5006)
(12926,12,5022)
(12927,15,5008)
(12928,2,5038)
(12929,28,5078)
(12930,2,5078)
(12931,46,5007)
(12932,10,5051)
(12933,8,5092)
(12934,15,5049)
(12935,46,5010)
(12936,15,5000)
(12937,46,5008)
(12938,46,5024)
(12939,28,5092)
(12940,28,5001)
(12941,7,5035)
(12942,15,5006)
(12943,28,5032)
(12944,15,5088)
(12945,4,5009)
(12946,1,5014)
(12947,7,5063)
(12948,29,5055)
(12949,1,5096)
(12950,15,5024)
(12951,46,5068)
(12952,3,5065)
(12953,9,5023)
(12954,28,5038)
(12955,28,5040)
(12956,1,5093)
(12957,28,5088)
(12958,15,5048)
(12959,46,5008)
(12960,37,5023)
(12961,15,5078)
(12962,46,5095)
(12963,1,5028)
(12964,2,5039)
(12965,46,5012)
(12966,46,5027)
(12967,46,5027)
(12968,15,5044)
(12969,10,5063)
(12970,2,5062)
(12971,10,5086)
(12972,4,5093)
(12973,1,5003)
(12974,46,5051)
(12975,15,5094)
(12976,30,5022)
(12977,4,5068)
(12978,9,5027)
(12979,28,5035)
(12980,55,5063)
(12981,4,5010)
(12982,15,5064)
(12983,31,5097)
(12984,10,5090)
(12985,7,5013)
(12986,4,5064)
(12987,2,5007,5022,5035,5048,5062,5077,5090,5098,5099,5100,5101)
(12988,11,5050)
(12989,6,5000)
(12990,6,5035)
(12991,33,5052)
(12992,15,5001)
(12993,46,5095)
(12994,15,5067)
(12995,28,5014)
(12996,28,5044)
(12997,28,5014)
(12998,15,5028)
(12999,46,5007)
(13000,28,5094)
(13001,9,5035)
(13002,15,5066)
(13003,33,5052)
(13004,3,5028)
(13005,28,5025)
(13006,3,5062)
(13007,55,5086)
(13008,15,5014)
(13009,7,5009)
(13010,2,5005)
(13011,8,5005)
(13012,1,5035)
(13013,6,5051)
(13014,28,5049)
(13015,28,5000)
(13016,3,5078)
(13017,15,5040)
(13018,4,5041)
(13019,6,5038)
(13020,46,5025)
(13021,9,5097)
(13022,56,5041)
(13023,31,5077)
(13024,15,5012)
(13025,28,5069)
(13026,2,5091)
(13027,15,5039)
(13028,7,5077)
(13029,46,5095)
(13030,28,5009)
(13031,2,5008)
(13032,5,5066)
(13033,8,5014)
(13034,28,5040)
(13035,1,5093)
(13036,33,5004)
(13037,28,5051)
(13038,48,5046)
(13039,6,5090)
(13040,55,5082)
(13041,28,5079)
(13042,4,5012)
(13043,28,5002)
(13044,33,5004)
(13045,28,5032)
(13046,9,5092)
(13047,6,5040)
(13048,6,5079)
(13049,47,5040)
(13050,5,5040)
(13051,15,5039)
(13052,1,5008)
(13053,15,5067)
(13054,47,5039)
(13055,8,5011)
(13056,6,5062)
(13057,9,5079)
(13058,10,5068)
(13059,28,5062)
(13060,8,5013)
(13061,28,5048)
(13062,15,5062)
(13063,28,5044)
(13064,47,5054)
(13065,28,5027)
(13066,15,5040)
(13067,21,5023)
(13068,5,5055)
(13069,47,5012)
(13070,47,5064)
(13071,3,5095)
(13072,28,5083)
(13073,9,5079)
(13074,28,5035)
(13075,47,5096)
(13076,1,5009)
(13077,1,5054)
(13078,28,5001)
(13079,1,5038)
(13080,28,5003)
(13081,5,5052)
(13082,21,5052)
(13083,47,5081)
(13084,47,5039)
(13085,49,5097)
(13086,47,5049)
(13087,47,5013)
(13088,47,5002)
(13089,47,5066)
(13090,28,5029)
(13091,2,5083)
(13092,47,5062)
(13093,15,5040)
(13094,30,5012)
(13095,9,5041)
(13096,5,5023)
(13097,15,5029)
(13098,15,5059)
(13099,2,5093)
(13100,49,5023)
(13101,47,5014)
(13102,28,5037)
(13103,1,5006)
(13104,48,5046)
(13105,4,5048)
(13106,49,5097)
(13107,28,5000)
(13108,5,5081)
(13109,5,5025)
(13110,9,5090)
(13111,28,5009)
(13112,47,5038)
(13113,47,5000)
(13114,28,5094)
(13115,21,5052)
(13116,9,5079)
(13117,5,5077)
(13118,6,5013)
(13119,1,5003)
(13120,47,5091)
(13121,15,5011)
(13122,47,5032)
(13123,2,5065)
(13124,1,5097)
(13125,15,5091)
(13126,9,5052)
(13127,1,5069)
(13128,15,5094)
(13129,10,5001)
(13130,3,5078)
(13131,47,5069)
(13132,28,5038)
(13133,3,5009)
(13134,15,5066)
(13135,49,5046)
(13136,28,5038)
(13137,28,5096)
(13138,1,5065)
(13139,47,5009)
(13140,16,5077)
(13141,15,5027)
(13142,4,5093)
(13143,3,5067)
(13144,8,5048)
(13145,47,5044)
(13146,1,5066)
(13147,47,5068)
(13148,28,5067)
(13149,47,5088)
(13150,47,5039)
(13151,28,5094)
(13152,15,5093)
(13153,2,5086)
(13154,28,5090)
(13155,15,5049)
(13156,1,5081)
(13157,5,5032)
(13158,15,5025)
(13159,47,5081)
(13160,19,5046)
(13161,1,5027)
(13162,15,5010)
(13163,9,5011)
(13164,28,5096)
(13165,8,5024)
(13166,47,5051)
(13167,1,5054)
(13168,49,5055)
(13169,1,5024)
(13170,50,5055)
(13171,28,5013)
(13172,28,5063)
(13173,2,5065)
(13174,15,5093)
(13175,2,5010)
(13176,15,5012)
(13177,8,5029)
(13178,48,5069)
(13179,28,5000)
(13180,33,5052)
(13181,1,5092)
(13182,15,5037)
(13183,15,5010)
(13184,48,5066)
(13185,28,5025)
(13186,15,5083)
(13187,21,5023)
(13188,15,5068)
(13189,6,5082)
(13190,48,5064)
(13191,28,5008)
(13192,3,5081)
(13193,15,5069)
(13194,28,5027)
(13195,3,5066)
(13196,4,5064)
(13197,15,5092)
(13198,55,5086)
(13199,28,5032)
(13200,15,5082)
(13201,1,5068)
(13202,19,5046)
(13203,8,5028)
(13204,1,5029)
(13205,1,5055)
(13206,9,5052)
(13207,48,5064)
(13208,28,5094)
(13209,1,5001)
(13210,21,5052)
(13211,50,5050)
(13212,28,5095)
(13213,33,5004)
(13214,13,5004)
(13215,5,5001)
(13216,51,5052)
(13217,1,5094)
(13218,48,5014)
(13219,48,5003)
(13220,17,5004)
(13221,48,5049)
(13222,48,5096)
(13223,48,5049)
(13224,48,5001)
(13225,5,5001)
(13226,48,5090)
(13227,30,5063)
(13228,48,5068)
(13229,28,5003)
(13230,49,5023)
(13231,48,5093)
(13232,21,5022)
(13233,48,5005)
(13234,10,5001)
(13235,15,5097)
(13236,15,5096)
(13237,48,5010)
(13238,48,5094)
(13239,6,5081)
(13240,15,5081)
(13241,48,5065)
(13242,55,5086)
(13243,10,5054)
(13244,16,5077)
(13245,33,5004)
(13246,48,5091)
(13247,31,5077)
(13248,15,5096)
(13249,21,5004)
(13250,48,5093)
(13251,48,5027)
(13252,52,5050)
(13253,1,5055)
(13254,28,5065)
(13255,48,5049)
(13256,15,5032)
(13257,17,5007,5022,5035,5048,5062,5077,5090,5098,5099)
(13258,7,5000)
(13259,28,5079)
(13260,21,5004)
(13261,15,5000)
(13262,7,5079)
(13263,48,5010)
(13264,1,5028)
(13265,48,5095)
(13266,15,5095)
(13267,6,5009)
(13268,1,5012)
(13269,15,5025)
(13270,1,5001)
(13271,15,5037)
(13272,31,5097)
(13273,48,5024)
(13274,48,5005)
(13275,1,5088)
(13276,31,5097)
(13277,1,5027)
(13278,48,5001)
(13279,55,5063)
(13280,48,5081)
(13281,15,5078)
(13282,28,5001)
(13283,2,5083)
(13284,31,5046)
(13285,48,5068)
(13286,49,5023)
(13287,28,5025)
(13288,48,5003)
(13289,3,5035)
(13290,21,5052)
(13291,32,5022)
(13292,1,5027)
(13293,1,5091)
(13294,15,5050)
(13295,15,5067)
(13296,1,5093)
(13297,55,5004)
(13298,8,5002)
(13299,15,5094)
(13300,1,5035)
(13301,6,5093)
(13302,5,5048)
(13303,48,5065)
(13304,48,5024)
(13305,48,5066)
(13306,9,5005)
(13307,3,5065)
(13308,48,5044)
(13309,15,5093)
(13310,28,5068)
(13311,23,5022)
(13312,10,5009)
(13313,15,5013)
(13314,28,5092)
(13315,48,5005)
(13316,28,5011)
(13317,19,5046)
(13318,15,5009)
(13319,28,5003)
(13320,15,5014)
(13321,2,5095)
(13322,58,5077)
(13323,8,5039)
(13324,15,5012)
(13325,48,5038)
(13326,4,5024)
(13327,1,5037)
(13328,15,5096)
(13329,50,5046)
(13330,28,5008)
(13331,48,5051)
(13332,6,5014)
(13333,48,5093)
(13334,15,5092)
(13335,48,5007)
(13336,28,5025)
(13337,3,5078)
(13338,2,5066)
(13339,1,5096)
(13340,15,5028)
(13341,48,5062)
(13342,28,5010)
(13343,28,5069)
(13344,58,5077)
(13345,28,5081)
(13346,28,5032)
(13347,28,5066)
(13348,48,5012)
(13349,56,5086)
(13350,28,5009)
(13351,2,5091)
(13352,48,5029)
(13353,28,5078)
(13354,6,5068)
(13355,28,5096)
(13356,28,5005)
(13357,48,5029)
(13358,15,5013)
(13359,9,5050)
(13360,9,5078)
(13361,28,5005)
(13362,15,5097)
(13363,28,5065)
(13364,3,5014)
(13365,28,5093)
(13366,28,5096)
(13367,59,5077)
(13368,8,5027)
(13369,15,5037)
(13370,2,5035)
(13371,15,5041)
(13372,1,5035)
(13373,48,5094)
(13374,48,5035)
(13375,6,5066)
(13376,15,5044)
(13377,15,5079)
(13378,15,5003)
(13379,8,5082)
(13380,5,5059)
(13381,15,5095)
(13382,1,5044)
(13383,2,5083)
(13384,55,5082)
(13385,15,5000)
(13386,28,5007)
(13387,9,5093)
(13388,32,5077)
(13389,4,5059)
(13390,15,5040)
(13391,28,5028)
(13392,59,5077)
(13393,15,5000)
(13394,54,5022)
(13395,9,5048)
(13396,2,5048)
(13397,15,5054)
(13398,48,5029)
(13399,12,5022)
(13400,15,5083)
(13401,54,5022)
(13402,15,5097)
(13403,33,5052)
(13404,10,5009)
(13405,15,5013)
(13406,28,5028)
(13407,4,5012)
(13408,33,5052)
(13409,48,5032)
(13410,15,5006)
(13411,15,5091)
(13412,2,5032)
(13413,8,5032)
(13414,15,5028)
(13415,1,5007,5022,5035,5048,5062,5070,5071,5072)
(13416,15,5025)
(13417,1,5004)
(13418,15,5054)
(13419,28,5067)
(13420,15,5062)
(13421,3,5066)
(13422,15,5050)
(13423,15,5029)
(13424,60,5041)
(13425,16,5077)
(13426,49,5095)
(13427,15,5011)
(13428,49,5054)
(13429,28,5064)
(13430,3,5007)
(13431,49,5067)
(13432,8,5039)
(13433,2,5007)
(13434,28,5044)
(13435,1,5035)
(13436,29,5079)
(13437,10,5014)
(13438,59,5077)
(13439,15,5037)
(13440,7,5032)
(13441,4,5092)
(13442,2,5083)
(13443,29,5009)
(13444,3,5028)
(13445,49,5064)
(13446,49,5040)
(13447,1,5062)
(13448,10,5007)
(13449,29,5037)
(13450,15,5028)
(13451,6,5039)
(13452,29,5092)
(13453,29,5029)
(13454,15,5062)
(13455,49,5011)
(13456,29,5064)
(13457,2,5051)
(13458,15,5054)
(13459,9,5023)
(13460,29,5005)
(13461,8,5009)
(13462,29,5025)
(13463,4,5046)
(13464,6,5040)
(13465,29,5032)
(13466,15,5014)
(13467,52,5050)
(13468,29,5000)
(13469,15,5090)
(13470,33,5004)
(13471,55,5052)
(13472,29,5050)
(13473,29,5011)
(13474,15,5001)
(13475,19,5046)
(13476,29,5066)
(13477,60,5041)
(13478,4,5025)
(13479,16,5049)
(13480,1,5003)
(13481,16,5092)
(13482,11,5001)
(13483,6,5081)
(13484,49,5094)
(13485,5,5024)
(13486,1,5065)
(13487,49,5069)
(13488,49,5093)
(13489,49,5038)
(13490,29,5037)
(13491,7,5062)
(13492,21,5052)
(13493,29,5078)
(13494,49,5008)
(13495,1,5064)
(13496,29,5090)
(13497,16,5035)
(13498,1,5068)
(13499,1,5004)
(13500,29,5003)
(13501,2,5088)
(13502,49,5001)
(13503,5,5005)
(13504,16,5055)
(13505,49,5081)
(13506,8,5065)
(13507,29,5064)
(13508,10,5000)
(13509,9,5006)
(13510,4,5002)
(13511,29,5044)
(13512,49,5038)
(13513,49,5048)
(13514,49,5081)
(13515,2,5068)
(13516,16,5007)
(13517,6,5082)
(13518,29,5005)
(13519,1,5009)
(13520,49,5025)
(13521,49,5013)
(13522,29,5090)
(13523,49,5093)
(13524,1,5010)
(13525,49,5027)
(13526,16,5013)
(13527,49,5001)
(13528,49,5051)
(13529,16,5079)
(13530,49,5011)
(13531,29,5088)
(13532,16,5039)
(13533,5,5023)
(13534,16,5044)
(13535,21,5023)
(13536,49,5064)
(13537,8,5096)
(13538,29,5041)
(13539,32,5022)
(13540,29,5078)
(13541,16,5040)
(13542,16,5051)
(13543,1,5068)
(13544,55,5052)
(13545,2,5063)
(13546,1,5064)
(13547,49,5010)
(13548,49,5044)
(13549,8,5009)
(13550,16,5063)
(13551,9,5090)
(13552,11,5001)
(13553,1,5028)
(13554,57,5086)
(13555,49,5011)
(13556,49,5091)
(13557,1,5078)
(13558,31,5046)
(13559,7,5012)
(13560,49,5062)
(13561,1,5000)
(13562,16,5025)
(13563,3,5083)
(13564,60,5041)
(13565,16,5079)
(13566,9,5063)
(13567,8,5082)
(13568,16,5093)
(13569,9,5010)
(13570,49,5008)
(13571,16,5051)
(13572,16,5048)
(13573,49,5029)
(13574,5,5009)
(13575,49,5010)
(13576,1,5052)
(13577,16,5041)
(13578,29,5049)
(13579,30,5063)
(13580,7,5066)
(13581,16,5095)
(13582,49,5012)
(13583,10,5078)
(13584,33,5004)
(13585,49,5094)
(13586,57,5079)
(13587,17,5007,5022,5035,5048,5062,5077,5084)
(13588,16,5032)
(13589,49,5008)
(13590,5,5068)
(13591,1,5092)
(13592,1,5090)
(13593,16,5010)
(13594,7,5065)
(13595,1,5077)
(13596,16,5032)
(13597,7,5092)
(13598,8,5094)
(13599,4,5035)
(13600,29,5037)
(13601,7,5029)
(13602,1,5000)
(13603,49,5048)
(13604,8,5009)
(13605,31,5097)
(13606,8,5064)
(13607,29,5006)
(13608,49,5037)
(13609,16,5000)
(13610,1,5027)
(13611,7,5097)
(13612,1,5095)
(13613,4,5077)
(13614,16,5000)
(13615,1,5014)
(13616,6,5009)
(13617,49,5066)
(13618,6,5082)
(13619,1,5051)
(13620,16,5000)
(13621,49,5012)
(13622,57,5086)
(13623,5,5040)
(13624,12,5022)
(13625,29,5088)
(13626,4,5027)
(13627,1,5051)
(13628,59,5077)
(13629,16,5064)
(13630,49,5062)
(13631,51,5097)
(13632,7,5035)
(13633,16,5091)
(13634,31,5082)
(13635,49,5029)
(13636,16,5065)
(13637,29,5039)
(13638,7,5095)
(13639,9,5014)
(13640,29,5051)
(13641,29,5027)
(13642,49,5092)
(13643,18,5086)
(13644,16,5067)
(13645,1,5097)
(13646,7,5094)
(13647,49,5038)
(13648,7,5049)
(13649,51,5046)
(13650,57,5086)
(13651,16,5081)
(13652,5,5095)
(13653,29,5037)
(13654,11,5001)
(13655,16,5083)
(13656,16,5002)
(13657,29,5062)
(13658,16,5010)
(13659,54,5022)
(13660,16,5066)
(13661,2,5008)
(13662,16,5012)
(13663,57,5050)
(13664,8,5028)
(13665,49,5069)
(13666,1,5044)
(13667,2,5064)
(13668,16,5005)
(13669,6,5032)
(13670,49,5008)
(13671,49,5083)
(13672,29,5048)
(13673,3,5029)
(13674,1,5055)
(13675,29,5069)
(13676,57,5050)
(13677,8,5046)
(13678,16,5094)
(13679,16,5069)
(13680,16,5000)
(13681,7,5006)
(13682,64,5086)
(13683,2,5014)
(13684,30,5007,5022,5035,5048,5062,5077,5084)
(13685,6,5024)
(13686,51,5055)
(13687,16,5007)
(13688,2,5037)
(13689,1,5005)
(13690,17,5007,5022,5035,5048,5062,5077,5084)
(13691,16,5079)
(13692,6,5039)
(13693,49,5029)
(13694,49,5049)
(13695,29,5035)
(13696,49,5051)
(13697,16,5007)
(13698,16,5077)
(13699,10,5005)
(13700,49,5014)
(13701,49,5032)
(13702,29,5009)
(13703,29,5051)
(13704,6,5028)
(13705,2,5014)
(13706,16,5040)
(13707,3,5027)
(13708,16,5028)
(13709,4,5032)
(13710,55,5052)
(13711,29,5013)
(13712,4,5082)
(13713,7,5079)
(13714,7,5037)
(13715,49,5081)
(13716,16,5032)
(13717,29,5010)
(13718,29,5005)
(13719,16,5092)
(13720,29,5009)
(13721,5,5014)
(13722,6,5066)
(13723,9,5079)
(13724,57,5050)
(13725,1,5011)
(13726,49,5083)
(13727,29,5040)
(13728,29,5065)
(13729,49,5010)
(13730,7,5003)
(13731,29,5079)
(13732,49,5009)
(13733,16,5069)
(13734,49,5007)
(13735,1,5059)
(13736,1,5029)
(13737,49,5008)
(13738,9,5052)
(13739,16,5077)
(13740,6,5032)
(13741,1,5068)
(13742,10,5044)
(13743,1,5002)
(13744,29,5092)
(13745,2,5000)
(13746,49,5009)
(13747,13,5004)
(13748,7,5003)
(13749,16,5090)
(13750,16,5051)
(13751,6,5037)
(13752,16,5096)
(13753,2,5014)
(13754,16,5029)
(13755,49,5003)
(13756,21,5052)
(13757,6,5005)
(13758,31,5046)
(13759,5,5063)
(13760,29,5028)
(13761,4,5062)
(13762,16,5066)
(13763,29,5054)
(13764,1,5008)
(13765,29,5048)
(13766,2,5025)
(13767,49,5011)
(13768,16,5090)
(13769,7,5096)
(13770,1,5093)
(13771,5,5023)
(13772,49,5066)
(13773,29,5065)
(13774,55,5063)
(13775,49,5064)
(13776,29,5066)
(13777,29,5005)
(13778,1,5000)
(13779,3,5007)
(13780,29,5005)
(13781,16,5096)
(13782,49,5011)
(13783,29,5088)
(13784,32,5077)
(13785,29,5013)
(13786,49,5066)
(13787,49,5006)
(13788,29,5037)
(13789,1,5092)
(13790,8,5090)
(13791,55,5097)
(13792,29,5006)
(13793,16,5029)
(13794,49,5009)
(13795,49,5068)
(13796,29,5095)
(13797,16,5059)
(13798,8,5055)
(13799,30,5041)
(13800,49,5001)
(13801,49,5069)
(13802,55,5052)
(13803,49,5032)
(13804,8,5007,5022,5035,5048,5062,5077,5090)
(13805,29,5081)
(13806,8,5011)
(13807,1,5065)
(13808,49,5014)
(13809,49,5059)
(13810,23,5022)
(13811,49,5088)
(13812,1,5090)
(13813,1,5032)
(13814,29,5050)
(13815,59,5022)
(13816,1,5078)
(13817,16,5055)
(13818,16,5044)
(13819,49,5002)
(13820,1,5012)
(13821,16,5083)
(13822,16,5007)
(13823,29,5083)
(13824,12,5022)
(13825,6,5054)
(13826,29,5040)
(13827,1,5090)
(13828,3,5082)
(13829,29,5032)
(13830,16,5024)
(13831,16,5094)
(13832,8,5093)
(13833,6,5009)
(13834,8,5006)
(13835,29,5048)
(13836,1,5012)
(13837,2,5095)
(13838,49,5083)
(13839,16,5078)
(13840,10,5068)
(13841,37,5023)
(13842,49,5032)
(13843,2,5093)
(13844,29,5001)
(13845,2,5039)
(13846,7,5063)
(13847,9,5000)
(13848,16,5088)
(13849,9,5006)
(13850,49,5064)
(13851,55,5052)
(13852,16,5077)
(13853,16,5062)
(13854,29,5007)
(13855,29,5066)
(13856,49,5024)
(13857,3,5054)
(13858,16,5025)
(13859,1,5040)
(13860,10,5063)
(13861,16,5096)
(13862,16,5028)
(13863,1,5062)
(13864,7,5010)
(13865,16,5009)
(13866,16,5078)
(13867,29,5067)
(13868,1,5025)
(13869,49,5007,5022,5035,5048,5062,5077,5084,5085,5086,5087)
(13870,29,5069)
(13871,6,5063)
(13872,3,5093)
(13873,29,5059)
(13874,16,5040)
(13875,61,5022)
(13876,49,5014)
(13877,16,5001)
(13878,16,5054)
(13879,16,5039)
(13880,29,5028)
(13881,29,5032)
(13882,16,5097)
(13883,49,5027)
(13884,16,5062)
(13885,16,5005)
(13886,16,5039)
(13887,29,5002)
(13888,6,5009)
(13889,1,5059)
(13890,16,5041)
(13891,58,5082)
(13892,29,5025)
(13893,49,5008)
(13894,5,5068)
(13895,49,5067)
(13896,16,5006)
(13897,16,5001)
(13898,6,5006)
(13899,16,5001)
(13900,1,5038)
(13901,10,5063)
(13902,10,5007,5022,5035,5048,5062,5077,5090)
(13903,1,5049)
(13904,29,5013)
(13905,16,5083)
(13906,29,5028)
(13907,29,5054)
(13908,49,5007)
(13909,29,5051)
(13910,16,5096)
(13911,8,5097)
(13912,29,5009)
(13913,49,5093)
(13914,2,5027)
(13915,49,5083)
(13916,2,5062)
(13917,29,5008)
(13918,37,5004)
(13919,5,5000)
(13920,29,5028)
(13921,6,5086)
(13922,29,5086)
(13923,7,5065)
(13924,16,5005)
(13925,49,5014)
(13926,5,5009)
(13927,16,5078)
(13928,7,5008)
(13929,49,5025)
(13930,29,5083)
(13931,29,5008)
(13932,29,5006)
(13933,49,5048)
(13934,49,5010)
(13935,21,5004)
(13936,16,5066)
(13937,29,5044)
(13938,49,5011)
(13939,29,5064)
(13940,49,5002)
(13941,29,5025)
(13942,57,5079)
(13943,49,5037)
(13944,61,5022)
(13945,29,5008)
(13946,49,5067)
(13947,1,5032)
(13948,9,5044)
(13949,6,5000)
(13950,1,5069)
(13951,6,5082)
(13952,49,5011)
(13953,16,5051)
(13954,5,5040)
(13955,9,5054)
(13956,6,5096)
(13957,16,5048)
(13958,49,5035)
(13959,1,5065)
(13960,31,5082)
(13961,11,5001)
(13962,49,5051)
(13963,29,5050)
(13964,29,5000)
(13965,49,5025)
(13966,49,5032)
(13967,6,5051)
(13968,9,5050)
(13969,16,5044)
(13970,4,5062)
(13971,29,5044)
(13972,29,5066)
(13973,1,5049)
(13974,21,5023)
(13975,49,5025)
(13976,1,5065)
(13977,7,5009)
(13978,10,5094)
(13979,7,5063)
(13980,6,5044)
(13981,29,5051)
(13982,1,5022)
(13983,49,5007)
(13984,16,5010)
(13985,49,5068)
(13986,29,5003)
(13987,49,5002)
(13988,4,5027)
(13989,1,5049)
(13990,49,5024)
(13991,1,5069)
(13992,55,5063)
(13993,16,5082)
(13994,49,5027)
(13995,49,5064)
(13996,29,5035)
(13997,49,5011)
(13998,49,5094)
(13999,6,5082)
(14000,1,5022)
(14001,2,5088)
(14002,1,5066)
(14003,1,5083)
(14004,8,5063)
(14005,9,5065)
(14006,29,5092)
(14007,16,5001)
(14008,16,5038)
(14009,49,5069)
(14010,16,5069)
(14011,16,5050)
(14012,49,5066)
(14013,29,5007)
(14014,10,5066)
(14015,7,5006)
(14016,32,5046)
(14017,29,5038)
(14018,1,5007,5022,5035,5048,5062,5070,5071,5072)
(14019,29,5028)
(14020,9,5014)
(14021,16,5064)
(14022,49,5081)
(14023,10,5025)
(14024,1,5049)
(14025,29,5078)
(14026,6,5039)
(14027,49,5007)
(14028,16,5049)
(14029,10,5007,5022,5035,5041,5042,5043,5051,5058,5059,5060,5061)
(14030,49,5011)
(14031,10,5054)
(14032,7,5081)
(14033,31,5012)
(14034,3,5005)
