#(id,from,to,speed,planTime)
(15366, 12, 69, 8, 1)
(15367, 18, 68, 2, 2)
(15368, 18, 68, 4, 1)
(15369, 36, 4, 6, 1)
(15370, 32, 75, 6, 3)
(15371, 60, 24, 6, 6)
(15372, 4, 68, 4, 4)
(15373, 42, 5, 6, 8)
(15374, 28, 71, 4, 8)
(15375, 50, 1, 4, 4)
(15376, 16, 48, 2, 3)
(15377, 40, 5, 8, 2)
(15378, 5, 52, 4, 7)
(15379, 71, 9, 4, 8)
(15380, 38, 4, 2, 8)
(15381, 42, 6, 6, 4)
(15382, 11, 51, 2, 5)
(15383, 52, 2, 2, 4)
(15384, 26, 69, 4, 1)
(15385, 27, 59, 4, 8)
(15386, 42, 5, 2, 6)
(15387, 11, 55, 4, 3)
(15388, 29, 75, 4, 4)
(15389, 47, 12, 6, 5)
(15390, 60, 1, 8, 5)
(15391, 31, 71, 2, 5)
(15392, 53, 14, 4, 4)
(15393, 22, 75, 8, 5)
(15394, 26, 68, 2, 9)
(15395, 15, 58, 6, 4)
(15396, 57, 25, 2, 6)
(15397, 57, 10, 4, 1)
(15398, 8, 46, 2, 6)
(15399, 34, 1, 2, 6)
(15400, 75, 22, 2, 4)
(15401, 2, 57, 6, 4)
(15402, 38, 5, 4, 1)
(15403, 53, 2, 2, 8)
(15404, 47, 15, 2, 9)
(15405, 55, 15, 2, 4)
(15406, 45, 4, 6, 4)
(15407, 26, 71, 8, 1)
(15408, 17, 56, 4, 9)
(15409, 47, 14, 2, 7)
(15410, 55, 6, 8, 1)
(15411, 23, 56, 2, 4)
(15412, 24, 57, 8, 2)
(15413, 25, 75, 6, 6)
(15414, 50, 14, 6, 9)
(15415, 37, 3, 2, 8)
(15416, 32, 75, 8, 5)
(15417, 47, 8, 2, 9)
(15418, 31, 75, 4, 10)
(15419, 68, 16, 8, 9)
(15420, 14, 46, 4, 9)
(15421, 57, 1, 4, 5)
(15422, 24, 57, 6, 8)
(15423, 36, 3, 8, 9)
(15424, 27, 75, 8, 3)
(15425, 71, 22, 6, 10)
(15426, 27, 75, 8, 3)
(15427, 51, 10, 8, 9)
(15428, 16, 51, 2, 3)
(15429, 44, 12, 8, 4)
(15430, 57, 6, 6, 1)
(15431, 24, 75, 4, 5)
(15432, 59, 8, 6, 2)
(15433, 40, 8, 2, 5)
(15434, 33, 1, 6, 3)
(15435, 52, 14, 8, 9)
(15436, 54, 2, 4, 6)
(15437, 51, 7, 4, 5)
(15438, 71, 17, 8, 9)
(15439, 34, 2, 6, 10)
(15440, 68, 10, 2, 1)
(15441, 68, 28, 4, 5)
(15442, 58, 6, 4, 5)
(15443, 47, 15, 8, 6)
(15444, 14, 71, 4, 1)
(15445, 57, 14, 2, 9)
(15446, 36, 1, 2, 7)
(15447, 37, 1, 4, 3)
(15448, 19, 69, 8, 5)
(15449, 9, 68, 6, 8)
(15450, 2, 35, 4, 7)
(15451, 43, 9, 6, 9)
(15452, 43, 8, 2, 5)
(15453, 54, 15, 6, 8)
(15454, 71, 16, 6, 7)
(15455, 51, 9, 6, 10)
(15456, 51, 10, 2, 5)
(15457, 1, 56, 8, 9)
(15458, 19, 57, 4, 5)
(15459, 69, 26, 2, 8)
(15460, 7, 50, 2, 1)
(15461, 22, 54, 2, 3)
(15462, 5, 71, 4, 4)
(15463, 4, 49, 2, 10)
(15464, 43, 1, 4, 2)
(15465, 2, 52, 4, 5)
(15466, 18, 71, 6, 1)
(15467, 52, 9, 4, 4)
(15468, 51, 12, 6, 5)
(15469, 21, 55, 2, 3)
(15470, 55, 11, 4, 2)
(15471, 24, 75, 8, 10)
(15472, 30, 69, 4, 5)
(15473, 29, 68, 6, 5)
(15474, 28, 69, 2, 10)
(15475, 12, 75, 6, 10)
(15476, 46, 5, 4, 1)
(15477, 60, 20, 4, 1)
(15478, 20, 75, 6, 8)
(15479, 45, 8, 4, 3)
(15480, 51, 5, 2, 8)
(15481, 30, 75, 2, 7)
(15482, 71, 15, 4, 9)
(15483, 31, 75, 4, 5)
(15484, 3, 50, 6, 9)
(15485, 13, 75, 8, 8)
(15486, 71, 13, 8, 3)
(15487, 29, 75, 4, 1)
(15488, 34, 1, 8, 7)
(15489, 24, 75, 4, 9)
(15490, 51, 19, 6, 4)
(15491, 30, 71, 6, 3)
(15492, 32, 75, 2, 2)
(15493, 11, 57, 4, 7)
(15494, 21, 53, 6, 2)
(15495, 34, 1, 8, 3)
(15496, 27, 68, 8, 4)
(15497, 45, 11, 4, 9)
(15498, 37, 3, 8, 2)
(15499, 71, 7, 6, 10)
(15500, 5, 52, 6, 7)
(15501, 54, 18, 8, 10)
(15502, 9, 58, 4, 3)
(15503, 33, 1, 6, 3)
(15504, 42, 4, 6, 2)
(15505, 38, 6, 6, 7)
(15506, 3, 41, 4, 3)
(15507, 69, 24, 6, 1)
(15508, 6, 55, 2, 2)
(15509, 69, 15, 8, 5)
(15510, 40, 6, 4, 3)
(15511, 53, 14, 4, 5)
(15512, 71, 14, 8, 1)
(15513, 44, 4, 2, 7)
(15514, 71, 16, 2, 7)
(15515, 47, 6, 2, 9)
(15516, 36, 3, 8, 5)
(15517, 27, 59, 2, 4)
(15518, 29, 75, 6, 8)
(15519, 16, 54, 6, 2)
(15520, 30, 69, 8, 5)
(15521, 56, 13, 6, 1)
(15522, 75, 23, 8, 10)
(15523, 34, 2, 8, 1)
(15524, 51, 15, 6, 9)
(15525, 60, 24, 2, 8)
(15526, 49, 10, 8, 3)
(15527, 51, 16, 6, 7)
(15528, 71, 14, 2, 1)
(15529, 30, 69, 2, 7)
(15530, 40, 8, 2, 4)
(15531, 7, 68, 2, 7)
(15532, 54, 6, 4, 8)
(15533, 2, 37, 6, 8)
(15534, 19, 55, 2, 4)
(15535, 75, 5, 4, 4)
(15536, 47, 9, 2, 9)
(15537, 35, 1, 8, 1)
(15538, 47, 4, 8, 2)
(15539, 75, 21, 8, 3)
(15540, 48, 6, 6, 7)
(15541, 24, 57, 4, 4)
(15542, 26, 75, 8, 7)
(15543, 30, 71, 2, 2)
(15544, 14, 68, 6, 4)
(15545, 36, 2, 4, 5)
(15546, 50, 6, 2, 8)
(15547, 15, 69, 2, 6)
(15548, 41, 8, 6, 8)
(15549, 27, 69, 2, 7)
(15550, 23, 56, 8, 9)
(15551, 20, 52, 2, 3)
(15552, 7, 58, 4, 1)
(15553, 8, 54, 4, 2)
(15554, 46, 14, 2, 1)
(15555, 55, 15, 4, 6)
(15556, 38, 2, 4, 9)
(15557, 46, 11, 6, 10)
(15558, 68, 21, 2, 7)
(15559, 51, 15, 4, 4)
(15560, 60, 16, 8, 10)
(15561, 26, 58, 8, 4)
(15562, 37, 3, 8, 3)
(15563, 10, 52, 6, 6)
(15564, 52, 7, 8, 10)
(15565, 69, 19, 4, 1)
(15566, 11, 56, 8, 2)
(15567, 18, 71, 2, 8)
(15568, 33, 1, 2, 4)
(15569, 23, 69, 2, 10)
(15570, 16, 52, 8, 5)
(15571, 36, 4, 2, 7)
(15572, 53, 11, 6, 1)
(15573, 21, 53, 2, 6)
(15574, 52, 4, 6, 2)
(15575, 38, 3, 6, 2)
(15576, 12, 54, 2, 5)
(15577, 19, 58, 6, 2)
(15578, 34, 1, 8, 4)
(15579, 19, 60, 6, 7)
(15580, 28, 60, 4, 2)
(15581, 41, 7, 8, 4)
(15582, 1, 59, 4, 2)
(15583, 18, 54, 6, 8)
(15584, 53, 18, 6, 10)
(15585, 68, 2, 4, 8)
(15586, 27, 60, 6, 2)
(15587, 37, 3, 4, 5)
(15588, 34, 2, 2, 4)
(15589, 20, 59, 2, 3)
(15590, 75, 8, 8, 5)
(15591, 4, 47, 8, 3)
(15592, 17, 75, 8, 3)
(15593, 12, 54, 2, 1)
(15594, 9, 55, 8, 10)
(15595, 75, 26, 8, 7)
(15596, 75, 30, 8, 10)
(15597, 18, 69, 6, 6)
(15598, 19, 60, 8, 8)
(15599, 46, 11, 8, 8)
(15600, 20, 69, 6, 5)
(15601, 38, 5, 2, 5)
(15602, 48, 9, 4, 8)
(15603, 40, 1, 6, 7)
(15604, 11, 44, 2, 4)
(15605, 48, 11, 2, 10)
(15606, 41, 5, 2, 2)
(15607, 9, 75, 6, 7)
(15608, 21, 69, 4, 5)
(15609, 36, 1, 2, 8)
(15610, 53, 9, 6, 2)
(15611, 69, 18, 8, 6)
(15612, 48, 1, 8, 4)
(15613, 2, 68, 2, 2)
(15614, 15, 50, 6, 5)
(15615, 49, 11, 8, 7)
(15616, 51, 1, 2, 3)
(15617, 36, 1, 8, 1)
(15618, 10, 69, 6, 9)
(15619, 34, 1, 4, 2)
(15620, 33, 1, 4, 2)
(15621, 24, 69, 2, 4)
(15622, 57, 4, 8, 8)
(15623, 41, 9, 6, 6)
(15624, 32, 75, 8, 8)
(15625, 40, 3, 8, 7)
(15626, 9, 56, 4, 7)
(15627, 19, 53, 4, 5)
(15628, 21, 75, 4, 6)
(15629, 40, 8, 6, 4)
(15630, 44, 3, 2, 6)
(15631, 59, 7, 6, 1)
(15632, 18, 60, 6, 7)
(15633, 30, 75, 2, 3)
(15634, 50, 15, 6, 9)
(15635, 48, 14, 4, 4)
(15636, 46, 11, 2, 7)
(15637, 55, 1, 2, 4)
(15638, 20, 52, 8, 1)
(15639, 75, 7, 6, 10)
(15640, 3, 48, 6, 2)
(15641, 68, 17, 8, 2)
(15642, 27, 59, 4, 1)
(15643, 31, 75, 6, 1)
(15644, 25, 59, 8, 2)
(15645, 20, 56, 4, 2)
(15646, 39, 1, 8, 7)
(15647, 49, 16, 8, 8)
(15648, 4, 41, 4, 6)
(15649, 6, 54, 6, 1)
(15650, 7, 47, 8, 2)
(15651, 33, 1, 4, 10)
(15652, 18, 51, 8, 4)
(15653, 71, 27, 6, 8)
(15654, 23, 69, 2, 7)
(15655, 6, 46, 8, 1)
(15656, 6, 55, 8, 1)
(15657, 42, 6, 2, 10)
(15658, 57, 7, 6, 4)
(15659, 18, 69, 2, 7)
(15660, 9, 54, 2, 3)
(15661, 23, 71, 4, 1)
(15662, 5, 52, 4, 2)
(15663, 48, 4, 2, 9)
(15664, 26, 69, 6, 9)
(15665, 15, 52, 8, 5)
(15666, 25, 75, 8, 4)
(15667, 28, 71, 6, 10)
(15668, 40, 5, 4, 5)
(15669, 69, 4, 4, 4)
(15670, 52, 19, 4, 9)
(15671, 16, 53, 2, 10)
(15672, 55, 5, 2, 7)
(15673, 34, 2, 6, 1)
(15674, 43, 3, 6, 4)
(15675, 13, 55, 4, 6)
(15676, 43, 5, 6, 5)
(15677, 35, 3, 6, 6)
(15678, 33, 1, 2, 6)
(15679, 13, 48, 8, 9)
(15680, 44, 3, 2, 3)
(15681, 29, 75, 2, 7)
(15682, 13, 55, 4, 6)
(15683, 39, 3, 2, 5)
(15684, 75, 29, 8, 1)
(15685, 75, 3, 2, 5)
(15686, 21, 54, 6, 1)
(15687, 37, 1, 6, 1)
(15688, 2, 54, 8, 2)
(15689, 60, 10, 2, 8)
(15690, 49, 17, 4, 5)
(15691, 46, 3, 4, 2)
(15692, 9, 49, 8, 4)
(15693, 28, 69, 2, 1)
(15694, 53, 6, 2, 10)
(15695, 5, 48, 4, 6)
(15696, 20, 58, 6, 2)
(15697, 4, 36, 2, 2)
(15698, 69, 27, 6, 1)
(15699, 49, 12, 6, 9)
(15700, 22, 71, 2, 4)
(15701, 28, 60, 6, 10)
(15702, 1, 68, 2, 7)
(15703, 58, 17, 6, 3)
(15704, 71, 7, 4, 6)
(15705, 44, 9, 8, 7)
(15706, 23, 56, 8, 4)
(15707, 10, 47, 2, 4)
(15708, 2, 48, 8, 1)
(15709, 17, 53, 2, 5)
(15710, 22, 68, 8, 9)
(15711, 33, 1, 8, 7)
(15712, 6, 39, 2, 5)
(15713, 10, 48, 8, 2)
(15714, 42, 9, 6, 1)
(15715, 36, 1, 2, 6)
(15716, 10, 71, 8, 8)
(15717, 34, 1, 8, 7)
(15718, 28, 60, 8, 5)
(15719, 44, 4, 6, 5)
(15720, 22, 69, 4, 3)
(15721, 75, 20, 8, 4)
(15722, 49, 16, 2, 3)
(15723, 22, 59, 2, 5)
(15724, 38, 3, 4, 2)
(15725, 50, 10, 2, 3)
(15726, 1, 71, 4, 1)
(15727, 36, 1, 8, 5)
(15728, 4, 53, 4, 6)
(15729, 46, 1, 6, 4)
(15730, 3, 46, 8, 1)
(15731, 53, 17, 8, 8)
(15732, 53, 18, 8, 4)
(15733, 41, 7, 8, 5)
(15734, 34, 2, 8, 3)
(15735, 16, 52, 6, 7)
(15736, 55, 9, 4, 5)
(15737, 42, 5, 8, 7)
(15738, 49, 17, 2, 4)
(15739, 6, 38, 6, 7)
(15740, 44, 7, 2, 9)
(15741, 24, 71, 2, 6)
(15742, 22, 57, 2, 7)
(15743, 1, 48, 6, 5)
(15744, 20, 68, 8, 2)
(15745, 52, 4, 4, 4)
(15746, 47, 2, 6, 10)
(15747, 43, 8, 6, 7)
(15748, 7, 48, 4, 6)
(15749, 12, 69, 8, 8)
(15750, 4, 51, 4, 10)
(15751, 29, 68, 8, 3)
(15752, 56, 7, 4, 3)
(15753, 22, 56, 8, 8)
(15754, 1, 38, 4, 3)
(15755, 4, 56, 8, 9)
(15756, 32, 75, 6, 2)
(15757, 13, 57, 4, 2)
(15758, 54, 4, 8, 6)
(15759, 2, 42, 8, 9)
(15760, 23, 71, 4, 8)
(15761, 19, 51, 8, 6)
(15762, 7, 56, 6, 7)
(15763, 9, 49, 8, 2)
(15764, 7, 54, 6, 8)
(15765, 4, 41, 8, 5)
(15766, 57, 22, 6, 6)
(15767, 27, 59, 8, 7)
(15768, 47, 14, 8, 1)
(15769, 57, 14, 6, 1)
(15770, 43, 9, 8, 7)
(15771, 43, 11, 8, 10)
(15772, 32, 75, 4, 6)
(15773, 29, 75, 2, 5)
(15774, 75, 16, 6, 9)
(15775, 4, 45, 2, 5)
(15776, 75, 12, 6, 6)
(15777, 45, 13, 6, 5)
(15778, 12, 44, 2, 5)
(15779, 45, 7, 4, 9)
(15780, 50, 9, 8, 8)
(15781, 59, 7, 6, 6)
(15782, 31, 75, 6, 1)
(15783, 13, 47, 6, 9)
(15784, 7, 46, 4, 3)
(15785, 7, 52, 4, 9)
(15786, 33, 1, 8, 6)
(15787, 26, 60, 4, 4)
(15788, 7, 41, 2, 5)
(15789, 14, 46, 4, 5)
(15790, 54, 19, 6, 1)
(15791, 60, 22, 6, 8)
(15792, 41, 9, 8, 2)
(15793, 18, 59, 6, 2)
(15794, 51, 18, 6, 10)
(15795, 12, 45, 8, 4)
(15796, 17, 56, 6, 6)
(15797, 75, 21, 2, 1)
(15798, 52, 10, 8, 4)
(15799, 7, 48, 2, 10)
(15800, 40, 6, 2, 2)
(15801, 51, 15, 4, 5)
(15802, 21, 54, 6, 9)
(15803, 49, 3, 2, 8)
(15804, 55, 4, 6, 10)
(15805, 23, 68, 4, 9)
(15806, 37, 2, 6, 7)
(15807, 52, 3, 2, 1)
(15808, 42, 10, 4, 6)
(15809, 50, 14, 8, 5)
(15810, 15, 54, 4, 8)
(15811, 14, 46, 6, 7)
(15812, 45, 8, 8, 1)
(15813, 3, 57, 2, 1)
(15814, 56, 23, 4, 7)
(15815, 28, 68, 6, 1)
(15816, 30, 71, 4, 10)
(15817, 51, 8, 6, 3)
(15818, 71, 11, 6, 1)
(15819, 41, 5, 2, 10)
(15820, 24, 71, 2, 10)
(15821, 68, 1, 2, 4)
(15822, 57, 25, 2, 5)
(15823, 21, 56, 8, 2)
(15824, 24, 58, 6, 7)
(15825, 10, 50, 8, 2)
(15826, 3, 50, 6, 5)
(15827, 56, 1, 4, 8)
(15828, 54, 22, 8, 10)
(15829, 14, 52, 4, 2)
(15830, 26, 69, 8, 8)
(15831, 35, 1, 4, 8)
(15832, 36, 3, 8, 2)
(15833, 17, 60, 8, 8)
(15834, 57, 13, 8, 3)
(15835, 19, 57, 4, 5)
(15836, 47, 11, 2, 1)
(15837, 14, 56, 8, 5)
(15838, 54, 9, 8, 4)
(15839, 46, 8, 4, 3)
(15840, 47, 12, 6, 6)
(15841, 14, 50, 2, 8)
(15842, 44, 7, 2, 1)
(15843, 21, 75, 2, 10)
(15844, 45, 13, 2, 6)
(15845, 30, 75, 8, 1)
(15846, 16, 75, 8, 9)
(15847, 60, 12, 6, 8)
(15848, 26, 60, 4, 10)
(15849, 13, 54, 6, 5)
(15850, 14, 53, 8, 6)
(15851, 16, 56, 4, 9)
(15852, 4, 48, 8, 10)
(15853, 60, 11, 6, 2)
(15854, 71, 10, 4, 9)
(15855, 24, 68, 2, 6)
(15856, 6, 56, 6, 10)
(15857, 53, 17, 8, 10)
(15858, 59, 21, 4, 6)
(15859, 51, 18, 2, 3)
(15860, 59, 21, 4, 4)
(15861, 69, 23, 2, 8)
(15862, 17, 60, 6, 6)
(15863, 34, 1, 8, 4)
(15864, 5, 39, 2, 1)
(15865, 26, 69, 4, 3)
(15866, 71, 13, 6, 2)
(15867, 11, 57, 8, 5)
(15868, 8, 47, 6, 4)
(15869, 57, 18, 2, 10)
(15870, 28, 71, 2, 4)
(15871, 2, 35, 8, 10)
(15872, 54, 20, 4, 5)
(15873, 28, 71, 6, 2)
(15874, 34, 2, 4, 7)
(15875, 13, 48, 6, 3)
(15876, 26, 71, 8, 4)
(15877, 36, 1, 2, 9)
(15878, 3, 35, 4, 10)
(15879, 59, 8, 8, 5)
(15880, 50, 8, 4, 5)
(15881, 19, 60, 6, 5)
(15882, 58, 1, 6, 2)
(15883, 59, 10, 8, 2)
(15884, 25, 68, 6, 7)
(15885, 30, 69, 6, 1)
(15886, 10, 46, 2, 9)
(15887, 31, 71, 8, 10)
(15888, 36, 1, 8, 2)
(15889, 26, 59, 2, 3)
(15890, 21, 53, 6, 1)
(15891, 57, 2, 8, 9)
(15892, 3, 50, 6, 2)
(15893, 53, 6, 6, 2)
(15894, 24, 59, 6, 9)
(15895, 28, 71, 2, 9)
(15896, 7, 41, 8, 1)
(15897, 22, 56, 8, 6)
(15898, 29, 75, 4, 8)
(15899, 55, 22, 2, 4)
(15900, 75, 27, 2, 1)
(15901, 23, 59, 4, 10)
(15902, 10, 51, 2, 4)
(15903, 37, 5, 6, 3)
(15904, 43, 6, 8, 2)
(15905, 24, 58, 2, 8)
(15906, 58, 21, 6, 3)
(15907, 35, 3, 4, 8)
(15908, 16, 56, 8, 4)
(15909, 9, 71, 2, 2)
(15910, 29, 68, 8, 8)
(15911, 44, 11, 8, 5)
(15912, 35, 1, 2, 7)
(15913, 35, 2, 2, 6)
(15914, 60, 16, 2, 7)
(15915, 55, 6, 4, 7)
(15916, 45, 1, 2, 9)
(15917, 14, 47, 8, 7)
(15918, 12, 45, 8, 3)
(15919, 41, 7, 4, 7)
(15920, 3, 75, 6, 6)
(15921, 38, 5, 6, 4)
(15922, 41, 2, 4, 4)
(15923, 60, 1, 2, 2)
(15924, 7, 56, 4, 9)
(15925, 14, 52, 6, 4)
(15926, 21, 59, 4, 6)
(15927, 75, 16, 6, 5)
(15928, 14, 68, 2, 4)
(15929, 38, 5, 8, 6)
(15930, 68, 8, 2, 10)
(15931, 71, 31, 4, 7)
(15932, 33, 1, 4, 8)
(15933, 4, 56, 4, 4)
(15934, 30, 71, 6, 7)
(15935, 29, 71, 6, 8)
(15936, 75, 15, 4, 7)
(15937, 14, 50, 8, 9)
(15938, 20, 59, 2, 7)
(15939, 23, 71, 2, 2)
(15940, 27, 75, 8, 7)
(15941, 1, 34, 2, 6)
(15942, 5, 53, 6, 10)
(15943, 1, 41, 8, 5)
(15944, 9, 56, 4, 9)
(15945, 56, 7, 2, 1)
(15946, 51, 6, 6, 1)
(15947, 33, 1, 8, 3)
(15948, 50, 12, 4, 4)
(15949, 52, 15, 2, 6)
(15950, 3, 36, 2, 9)
(15951, 20, 59, 2, 3)
(15952, 36, 3, 2, 10)
(15953, 41, 8, 8, 6)
(15954, 30, 75, 2, 8)
(15955, 20, 69, 8, 9)
(15956, 60, 24, 4, 9)
(15957, 26, 75, 8, 4)
(15958, 3, 41, 8, 3)
(15959, 2, 52, 4, 10)
(15960, 59, 17, 8, 3)
(15961, 52, 13, 8, 3)
(15962, 53, 15, 2, 3)
(15963, 2, 44, 4, 5)
(15964, 45, 11, 6, 6)
(15965, 71, 22, 4, 7)
(15966, 10, 68, 8, 3)
(15967, 52, 14, 6, 1)
(15968, 15, 47, 2, 6)
(15969, 3, 43, 6, 2)
(15970, 75, 11, 2, 9)
(15971, 43, 4, 4, 3)
(15972, 24, 56, 2, 10)
(15973, 4, 48, 2, 9)
(15974, 20, 68, 2, 1)
(15975, 18, 53, 6, 5)
(15976, 69, 20, 2, 1)
(15977, 60, 19, 4, 6)
(15978, 3, 43, 8, 7)
(15979, 11, 69, 2, 2)
(15980, 45, 10, 2, 5)
(15981, 21, 60, 2, 10)
(15982, 47, 5, 2, 1)
(15983, 29, 71, 2, 9)
(15984, 40, 4, 6, 5)
(15985, 6, 56, 8, 6)
(15986, 69, 11, 8, 4)
(15987, 1, 71, 6, 1)
(15988, 28, 69, 2, 2)
(15989, 17, 69, 4, 6)
(15990, 34, 2, 6, 5)
(15991, 16, 52, 2, 7)
(15992, 31, 75, 2, 7)
(15993, 51, 16, 2, 4)
(15994, 50, 9, 4, 2)
(15995, 18, 53, 4, 5)
(15996, 21, 71, 6, 5)
(15997, 17, 60, 4, 3)
(15998, 3, 56, 2, 4)
(15999, 47, 14, 4, 10)
(16000, 43, 1, 8, 9)
(16001, 14, 55, 2, 2)
(16002, 28, 68, 8, 4)
(16003, 55, 11, 2, 7)
(16004, 26, 68, 8, 1)
(16005, 28, 71, 6, 9)
(16006, 9, 41, 4, 8)
(16007, 55, 19, 6, 9)
(16008, 25, 69, 8, 4)
(16009, 56, 17, 2, 6)
(16010, 17, 75, 6, 6)
(16011, 46, 3, 6, 8)
(16012, 19, 68, 4, 5)
(16013, 47, 11, 4, 5)
(16014, 41, 7, 6, 1)
(16015, 29, 68, 2, 9)
(16016, 16, 59, 8, 1)
(16017, 31, 71, 2, 7)
(16018, 14, 56, 2, 4)
(16019, 15, 55, 6, 10)
(16020, 71, 18, 4, 4)
(16021, 4, 68, 8, 1)
(16022, 58, 24, 4, 10)
(16023, 52, 11, 8, 3)
(16024, 52, 13, 2, 10)
(16025, 48, 9, 2, 3)
(16026, 8, 40, 4, 3)
(16027, 40, 4, 4, 4)
(16028, 35, 2, 8, 2)
(16029, 43, 9, 4, 5)
(16030, 24, 58, 6, 10)
(16031, 5, 37, 4, 8)
(16032, 53, 5, 8, 7)
(16033, 27, 68, 2, 5)
(16034, 13, 50, 6, 7)
(16035, 13, 52, 4, 7)
(16036, 17, 55, 4, 5)
(16037, 46, 1, 8, 10)
(16038, 42, 2, 2, 10)
(16039, 31, 75, 4, 8)
(16040, 2, 55, 8, 5)
(16041, 21, 57, 4, 7)
(16042, 32, 75, 8, 4)
(16043, 27, 68, 2, 4)
(16044, 45, 13, 8, 2)
(16045, 16, 71, 8, 5)
(16046, 53, 4, 2, 2)
(16047, 1, 50, 2, 2)
(16048, 30, 69, 4, 7)
(16049, 8, 75, 2, 5)
(16050, 39, 7, 8, 1)
(16051, 12, 51, 4, 7)
(16052, 59, 4, 4, 3)
(16053, 33, 1, 4, 4)
(16054, 41, 1, 2, 5)
(16055, 42, 9, 6, 3)
(16056, 1, 51, 2, 9)
(16057, 6, 41, 6, 10)
(16058, 3, 41, 6, 8)
(16059, 21, 68, 2, 1)
(16060, 8, 68, 8, 7)
(16061, 33, 1, 4, 5)
(16062, 22, 59, 2, 10)
(16063, 71, 11, 8, 7)
(16064, 33, 1, 2, 4)
(16065, 15, 59, 4, 1)
(16066, 14, 49, 2, 5)
(16067, 31, 75, 2, 1)
(16068, 57, 25, 4, 5)
(16069, 37, 5, 8, 3)
(16070, 38, 3, 8, 3)
(16071, 33, 1, 6, 4)
(16072, 4, 58, 4, 6)
(16073, 3, 71, 4, 4)
(16074, 68, 7, 4, 7)
(16075, 53, 6, 4, 5)
(16076, 24, 68, 6, 9)
(16077, 33, 1, 2, 6)
(16078, 16, 57, 6, 3)
(16079, 35, 1, 4, 10)
(16080, 68, 26, 6, 7)
(16081, 2, 57, 4, 3)
(16082, 53, 8, 8, 2)
(16083, 52, 9, 4, 2)
(16084, 28, 69, 2, 6)
(16085, 56, 4, 8, 2)
(16086, 30, 71, 2, 3)
(16087, 69, 1, 4, 5)
(16088, 75, 7, 6, 1)
(16089, 35, 3, 6, 9)
(16090, 4, 41, 8, 8)
(16091, 52, 2, 6, 6)
(16092, 25, 58, 6, 7)
(16093, 1, 36, 6, 4)
(16094, 16, 57, 8, 5)
(16095, 17, 56, 8, 10)
(16096, 56, 7, 2, 7)
(16097, 43, 4, 2, 8)
(16098, 59, 4, 8, 1)
(16099, 51, 14, 2, 2)
(16100, 35, 1, 2, 6)
(16101, 7, 45, 8, 10)
(16102, 68, 12, 8, 10)
(16103, 47, 10, 4, 5)
(16104, 15, 55, 2, 2)
(16105, 14, 52, 2, 3)
(16106, 47, 9, 6, 4)
(16107, 75, 19, 6, 1)
(16108, 7, 45, 4, 2)
(16109, 27, 71, 6, 1)
(16110, 30, 75, 6, 4)
(16111, 13, 68, 4, 10)
(16112, 57, 18, 4, 2)
(16113, 51, 7, 4, 1)
(16114, 51, 7, 2, 3)
(16115, 39, 7, 2, 1)
(16116, 48, 10, 8, 4)
(16117, 52, 20, 8, 5)
(16118, 55, 9, 8, 3)
(16119, 6, 51, 6, 9)
(16120, 28, 60, 8, 4)
(16121, 11, 60, 6, 9)
(16122, 7, 60, 2, 4)
(16123, 3, 59, 4, 9)
(16124, 75, 29, 8, 10)
(16125, 56, 4, 4, 10)
(16126, 55, 18, 8, 9)
(16127, 8, 43, 8, 8)
(16128, 36, 4, 6, 5)
(16129, 58, 5, 2, 8)
(16130, 22, 56, 4, 3)
(16131, 27, 60, 6, 5)
(16132, 6, 46, 2, 7)
(16133, 60, 20, 8, 2)
(16134, 23, 59, 2, 9)
(16135, 9, 43, 2, 5)
(16136, 22, 54, 6, 2)
(16137, 51, 10, 4, 6)
(16138, 71, 19, 6, 6)
(16139, 20, 69, 4, 6)
(16140, 49, 10, 6, 10)
(16141, 8, 68, 2, 1)
(16142, 3, 46, 8, 2)
(16143, 68, 1, 8, 10)
(16144, 49, 13, 2, 8)
(16145, 34, 1, 8, 9)
(16146, 3, 57, 6, 10)
(16147, 29, 71, 6, 2)
(16148, 34, 2, 6, 8)
(16149, 50, 18, 4, 9)
(16150, 60, 7, 8, 1)
(16151, 29, 75, 2, 8)
(16152, 16, 75, 8, 4)
(16153, 24, 56, 8, 7)
(16154, 18, 75, 4, 6)
(16155, 60, 16, 2, 2)
(16156, 18, 52, 2, 7)
(16157, 40, 1, 8, 4)
(16158, 58, 24, 8, 6)
(16159, 41, 2, 4, 7)
(16160, 21, 56, 6, 9)
(16161, 9, 56, 8, 1)
(16162, 20, 52, 2, 6)
(16163, 14, 55, 6, 1)
(16164, 44, 4, 4, 6)
(16165, 15, 59, 8, 3)
(16166, 8, 50, 2, 1)
(16167, 23, 75, 8, 10)
(16168, 60, 7, 4, 1)
(16169, 40, 7, 2, 4)
(16170, 27, 69, 4, 1)
(16171, 15, 75, 4, 2)
(16172, 60, 11, 6, 4)
(16173, 69, 12, 2, 5)
(16174, 52, 11, 2, 9)
(16175, 52, 20, 2, 8)
(16176, 22, 75, 4, 4)
(16177, 41, 4, 2, 9)
(16178, 35, 3, 2, 4)
(16179, 29, 68, 4, 6)
(16180, 11, 68, 6, 1)
(16181, 54, 17, 6, 8)
(16182, 18, 58, 8, 10)
(16183, 30, 71, 4, 8)
(16184, 5, 40, 8, 10)
(16185, 56, 11, 6, 6)
(16186, 58, 20, 2, 9)
(16187, 56, 15, 6, 4)
